NumberOfServers,NumberOfRequests,Lmbda,Eta,AlgCost,DcCost
2,50,0.0,1546,1758,2125
2,50,0.0,1977,1582,2125
2,50,0.0,2485,2002,2125
2,50,0.0,2617,2300,2125
2,50,0.0,2947,2296,2125
2,50,0.0,3276,2342,2125
2,50,0.0,3807,2602,2125
2,50,0.25,0,1624,2125
2,50,0.25,111,1774,2125
2,50,0.25,443,1666,2125
2,50,0.25,783,1624,2125
2,50,0.25,1146,1710,2125
2,50,0.25,1546,1840,2125
2,50,0.25,1977,1724,2125
2,50,0.25,2485,1990,2125
2,50,0.25,2617,1976,2125
2,50,0.25,2947,2092,2125
2,50,0.25,3276,2300,2125
2,50,0.25,3807,2546,2125
2,50,0.5,0,1810,2125
2,50,0.5,111,1894,2125
2,50,0.5,443,1770,2125
2,50,0.5,783,1810,2125
2,50,0.5,1146,1844,2125
2,50,0.5,1546,1900,2125
2,50,0.5,1977,1836,2125
2,50,0.5,2485,1956,2125
2,50,0.5,2617,2046,2125
2,50,0.5,2947,1994,2125
2,50,0.5,3276,2022,2125
2,50,0.5,3807,2224,2125
2,50,0.75,0,1924,2125
2,50,0.75,111,1956,2125
2,50,0.75,443,1938,2125
2,50,0.75,783,1924,2125
2,50,0.75,1146,2014,2125
2,50,0.75,1546,1976,2125
2,50,0.75,1977,1974,2125
2,50,0.75,2485,1976,2125
2,50,0.75,2617,2090,2125
2,50,0.75,2947,2044,2125
2,50,0.75,3276,2014,2125
2,50,0.75,3807,2076,2125
2,50,1.0,0,2125,2125
2,50,1.0,111,2125,2125
2,50,1.0,443,2125,2125
2,50,1.0,783,2125,2125
2,50,1.0,1146,2125,2125
2,50,1.0,1546,2125,2125
2,50,1.0,1977,2125,2125
2,50,1.0,2485,2125,2125
2,50,1.0,2617,2125,2125
2,50,1.0,2947,2125,2125
2,50,1.0,3276,2125,2125
2,50,1.0,3807,2125,2125
2,50,0.0,0,3235,2370
2,50,0.0,174,3235,2370
2,50,0.0,407,3115,2370
2,50,0.0,818,3235,2370
2,50,0.0,1236,3219,2370
2,50,0.0,1658,2806,2370
2,50,0.0,1980,3169,2370
2,50,0.0,2647,3120,2370
2,50,0.0,2905,3107,2370
2,50,0.0,3294,2729,2370
2,50,0.0,3575,2695,2370
2,50,0.0,3949,2275,2370
2,50,0.25,0,2833,2370
2,50,0.25,174,2833,2370
2,50,0.25,407,2833,2370
2,50,0.25,818,2659,2370
2,50,0.25,1236,2463,2370
2,50,0.25,1658,2739,2370
2,50,0.25,1980,2793,2370
2,50,0.25,2647,2431,2370
2,50,0.25,2905,2515,2370
2,50,0.25,3294,2243,2370
2,50,0.25,3575,2507,2370
2,50,0.25,3949,2219,2370
2,50,0.5,0,2713,2370
2,50,0.5,174,2713,2370
2,50,0.5,407,2713,2370
2,50,0.5,818,2643,2370
2,50,0.5,1236,2479,2370
2,50,0.5,1658,2461,2370
2,50,0.5,1980,2595,2370
2,50,0.5,2647,2499,2370
2,50,0.5,2905,2367,2370
2,50,0.5,3294,2343,2370
2,50,0.5,3575,2503,2370
2,50,0.5,3949,2327,2370
2,50,0.75,0,2589,2370
2,50,0.75,174,2589,2370
2,50,0.75,407,2589,2370
2,50,0.75,818,2563,2370
2,50,0.75,1236,2417,2370
2,50,0.75,1658,2484,2370
2,50,0.75,1980,2565,2370
2,50,0.75,2647,2462,2370
2,50,0.75,2905,2357,2370
2,50,0.75,3294,2431,2370
2,50,0.75,3575,2485,2370
2,50,0.75,3949,2399,2370
2,50,1.0,0,2370,2370
2,50,1.0,174,2370,2370
2,50,1.0,407,2370,2370
2,50,1.0,818,2370,2370
2,50,1.0,1236,2370,2370
2,50,1.0,1658,2370,2370
2,50,1.0,1980,2370,2370
2,50,1.0,2647,2370,2370
2,50,1.0,2905,2370,2370
2,50,1.0,3294,2370,2370
2,50,1.0,3575,2370,2370
2,50,1.0,3949,2370,2370
2,50,0.0,0,1628,2298
2,50,0.0,130,1688,2298
2,50,0.0,497,1798,2298
2,50,0.0,913,2096,2298
2,50,0.0,1238,1982,2298
2,50,0.0,1781,2094,2298
2,50,0.0,2101,2076,2298
2,50,0.0,2493,2166,2298
2,50,0.0,3063,2500,2298
2,50,0.0,3327,2466,2298
2,50,0.0,3682,2476,2298
2,50,0.0,4292,2928,2298
2,50,0.25,0,1854,2298
2,50,0.25,130,1946,2298
2,50,0.25,497,1904,2298
2,50,0.25,913,2088,2298
2,50,0.25,1238,2155,2298
2,50,0.25,1781,2227,2298
2,50,0.25,2101,2154,2298
2,50,0.25,2493,2381,2298
2,50,0.25,3063,2348,2298
2,50,0.25,3327,2390,2298
2,50,0.25,3682,2462,2298
2,50,0.25,4292,2793,2298
2,50,0.5,0,2018,2298
2,50,0.5,130,1992,2298
2,50,0.5,497,2014,2298
2,50,0.5,913,2072,2298
2,50,0.5,1238,2164,2298
2,50,0.5,1781,2142,2298
2,50,0.5,2101,2100,2298
2,50,0.5,2493,2350,2298
2,50,0.5,3063,2212,2298
2,50,0.5,3327,2128,2298
2,50,0.5,3682,2351,2298
2,50,0.5,4292,2372,2298
2,50,0.75,0,2182,2298
2,50,0.75,130,2160,2298
2,50,0.75,497,2178,2298
2,50,0.75,913,2154,2298
2,50,0.75,1238,2238,2298
2,50,0.75,1781,2236,2298
2,50,0.75,2101,2142,2298
2,50,0.75,2493,2328,2298
2,50,0.75,3063,2206,2298
2,50,0.75,3327,2230,2298
2,50,0.75,3682,2290,2298
2,50,0.75,4292,2334,2298
2,50,1.0,0,2298,2298
2,50,1.0,130,2298,2298
2,50,1.0,497,2298,2298
2,50,1.0,913,2298,2298
2,50,1.0,1238,2298,2298
2,50,1.0,1781,2298,2298
2,50,1.0,2101,2298,2298
2,50,1.0,2493,2298,2298
2,50,1.0,3063,2298,2298
2,50,1.0,3327,2298,2298
2,50,1.0,3682,2298,2298
2,50,1.0,4292,2298,2298
2,50,0.0,0,1295,2066
2,50,0.0,95,1411,2066
2,50,0.0,335,1401,2066
2,50,0.0,686,1543,2066
2,50,0.0,1233,1499,2066
2,50,0.0,1371,1887,2066
2,50,0.0,1624,1718,2066
2,50,0.0,2128,1875,2066
2,50,0.0,2286,1824,2066
2,50,0.0,2744,2388,2066
2,50,0.0,2921,2106,2066
2,50,0.0,3392,1985,2066
2,50,0.25,0,1479,2066
2,50,0.25,95,1495,2066
2,50,0.25,335,1559,2066
2,50,0.25,686,1585,2066
2,50,0.25,1233,1693,2066
2,50,0.25,1371,1909,2066
2,50,0.25,1624,1846,2066
2,50,0.25,2128,2007,2066
2,50,0.25,2286,1683,2066
2,50,0.25,2744,2122,2066
2,50,0.25,2921,2140,2066
2,50,0.25,3392,2175,2066
2,50,0.5,0,1707,2066
2,50,0.5,95,1693,2066
2,50,0.5,335,1781,2066
2,50,0.5,686,1765,2066
2,50,0.5,1233,1857,2066
2,50,0.5,1371,1907,2066
2,50,0.5,1624,1874,2066
2,50,0.5,2128,2063,2066
2,50,0.5,2286,1759,2066
2,50,0.5,2744,1996,2066
2,50,0.5,2921,2040,2066
2,50,0.5,3392,2083,2066
2,50,0.75,0,1916,2066
2,50,0.75,95,1908,2066
2,50,0.75,335,1962,2066
2,50,0.75,686,1938,2066
2,50,0.75,1233,1974,2066
2,50,0.75,1371,2006,2066
2,50,0.75,1624,1996,2066
2,50,0.75,2128,2064,2066
2,50,0.75,2286,1911,2066
2,50,0.75,2744,2062,2066
2,50,0.75,2921,2059,2066
2,50,0.75,3392,2054,2066
2,50,1.0,0,2066,2066
2,50,1.0,95,2066,2066
2,50,1.0,335,2066,2066
2,50,1.0,686,2066,2066
2,50,1.0,1233,2066,2066
2,50,1.0,1371,2066,2066
2,50,1.0,1624,2066,2066
2,50,1.0,2128,2066,2066
2,50,1.0,2286,2066,2066
2,50,1.0,2744,2066,2066
2,50,1.0,2921,2066,2066
2,50,1.0,3392,2066,2066
2,50,0.0,0,1517,2337
2,50,0.0,67,1517,2337
2,50,0.0,425,1517,2337
2,50,0.0,767,1757,2337
2,50,0.0,1179,1905,2337
2,50,0.0,1612,2109,2337
2,50,0.0,2155,2005,2337
2,50,0.0,2347,2619,2337
2,50,0.0,3033,2009,2337
2,50,0.0,3130,1901,2337
2,50,0.0,3425,2169,2337
2,50,0.0,4020,2191,2337
2,50,0.25,0,1707,2337
2,50,0.25,67,1707,2337
2,50,0.25,425,1707,2337
2,50,0.25,767,1913,2337
2,50,0.25,1179,1863,2337
2,50,0.25,1612,2037,2337
2,50,0.25,2155,2061,2337
2,50,0.25,2347,2315,2337
2,50,0.25,3033,2105,2337
2,50,0.25,3130,1929,2337
2,50,0.25,3425,2233,2337
2,50,0.25,4020,2237,2337
2,50,0.5,0,1955,2337
2,50,0.5,67,1955,2337
2,50,0.5,425,1955,2337
2,50,0.5,767,2067,2337
2,50,0.5,1179,2053,2337
2,50,0.5,1612,2051,2337
2,50,0.5,2155,2121,2337
2,50,0.5,2347,2293,2337
2,50,0.5,3033,2101,2337
2,50,0.5,3130,2001,2337
2,50,0.5,3425,2135,2337
2,50,0.5,4020,2259,2337
2,50,0.75,0,2113,2337
2,50,0.75,67,2113,2337
2,50,0.75,425,2113,2337
2,50,0.75,767,2147,2337
2,50,0.75,1179,2177,2337
2,50,0.75,1612,2127,2337
2,50,0.75,2155,2165,2337
2,50,0.75,2347,2251,2337
2,50,0.75,3033,2178,2337
2,50,0.75,3130,2109,2337
2,50,0.75,3425,2200,2337
2,50,0.75,4020,2261,2337
2,50,1.0,0,2337,2337
2,50,1.0,67,2337,2337
2,50,1.0,425,2337,2337
2,50,1.0,767,2337,2337
2,50,1.0,1179,2337,2337
2,50,1.0,1612,2337,2337
2,50,1.0,2155,2337,2337
2,50,1.0,2347,2337,2337
2,50,1.0,3033,2337,2337
2,50,1.0,3130,2337,2337
2,50,1.0,3425,2337,2337
2,50,1.0,4020,2337,2337
2,50,0.0,0,1493,2400
2,50,0.0,111,1543,2400
2,50,0.0,413,1709,2400
2,50,0.0,771,1739,2400
2,50,0.0,1126,1611,2400
2,50,0.0,1557,1909,2400
2,50,0.0,1901,1855,2400
2,50,0.0,2290,1809,2400
2,50,0.0,2632,2307,2400
2,50,0.0,3171,1787,2400
2,50,0.0,3638,2471,2400
2,50,0.0,3906,2365,2400
2,50,0.25,0,1769,2400
2,50,0.25,111,1803,2400
2,50,0.25,413,1885,2400
2,50,0.25,771,1929,2400
2,50,0.25,1126,1863,2400
2,50,0.25,1557,2005,2400
2,50,0.25,1901,1991,2400
2,50,0.25,2290,1935,2400
2,50,0.25,2632,2405,2400
2,50,0.25,3171,1897,2400
2,50,0.25,3638,2295,2400
2,50,0.25,3906,2471,2400
2,50,0.5,0,2073,2400
2,50,0.5,111,2081,2400
2,50,0.5,413,2107,2400
2,50,0.5,771,2161,2400
2,50,0.5,1126,2173,2400
2,50,0.5,1557,2155,2400
2,50,0.5,1901,2149,2400
2,50,0.5,2290,2159,2400
2,50,0.5,2632,2509,2400
2,50,0.5,3171,2187,2400
2,50,0.5,3638,2397,2400
2,50,0.5,3906,2581,2400
2,50,0.75,0,2325,2400
2,50,0.75,111,2315,2400
2,50,0.75,413,2333,2400
2,50,0.75,771,2377,2400
2,50,0.75,1126,2387,2400
2,50,0.75,1557,2351,2400
2,50,0.75,1901,2349,2400
2,50,0.75,2290,2279,2400
2,50,0.75,2632,2465,2400
2,50,0.75,3171,2393,2400
2,50,0.75,3638,2429,2400
2,50,0.75,3906,2489,2400
2,50,1.0,0,2400,2400
2,50,1.0,111,2400,2400
2,50,1.0,413,2400,2400
2,50,1.0,771,2400,2400
2,50,1.0,1126,2400,2400
2,50,1.0,1557,2400,2400
2,50,1.0,1901,2400,2400
2,50,1.0,2290,2400,2400
2,50,1.0,2632,2400,2400
2,50,1.0,3171,2400,2400
2,50,1.0,3638,2400,2400
2,50,1.0,3906,2400,2400
2,50,0.0,0,1653,2351
2,50,0.0,197,1917,2351
2,50,0.0,429,1653,2351
2,50,0.0,862,1653,2351
2,50,0.0,1262,1748,2351
2,50,0.0,1789,2241,2351
2,50,0.0,2119,2177,2351
2,50,0.0,2586,2132,2351
2,50,0.0,2907,2702,2351
2,50,0.0,3473,2836,2351
2,50,0.0,3855,2169,2351
2,50,0.0,4286,2949,2351
2,50,0.25,0,1941,2351
2,50,0.25,197,1975,2351
2,50,0.25,429,1941,2351
2,50,0.25,862,1941,2351
2,50,0.25,1262,2059,2351
2,50,0.25,1789,2173,2351
2,50,0.25,2119,2211,2351
2,50,0.25,2586,2189,2351
2,50,0.25,2907,2215,2351
2,50,0.25,3473,2601,2351
2,50,0.25,3855,2291,2351
2,50,0.25,4286,2613,2351
2,50,0.5,0,2195,2351
2,50,0.5,197,2121,2351
2,50,0.5,429,2195,2351
2,50,0.5,862,2195,2351
2,50,0.5,1262,2267,2351
2,50,0.5,1789,2229,2351
2,50,0.5,2119,2229,2351
2,50,0.5,2586,2387,2351
2,50,0.5,2907,2247,2351
2,50,0.5,3473,2635,2351
2,50,0.5,3855,2363,2351
2,50,0.5,4286,2371,2351
2,50,0.75,0,2257,2351
2,50,0.75,197,2275,2351
2,50,0.75,429,2257,2351
2,50,0.75,862,2257,2351
2,50,0.75,1262,2285,2351
2,50,0.75,1789,2233,2351
2,50,0.75,2119,2217,2351
2,50,0.75,2586,2325,2351
2,50,0.75,2907,2291,2351
2,50,0.75,3473,2443,2351
2,50,0.75,3855,2303,2351
2,50,0.75,4286,2319,2351
2,50,1.0,0,2351,2351
2,50,1.0,197,2351,2351
2,50,1.0,429,2351,2351
2,50,1.0,862,2351,2351
2,50,1.0,1262,2351,2351
2,50,1.0,1789,2351,2351
2,50,1.0,2119,2351,2351
2,50,1.0,2586,2351,2351
2,50,1.0,2907,2351,2351
2,50,1.0,3473,2351,2351
2,50,1.0,3855,2351,2351
2,50,1.0,4286,2351,2351
2,50,0.0,0,1337,2252
2,50,0.0,137,1479,2252
2,50,0.0,348,1431,2252
2,50,0.0,906,1447,2252
2,50,0.0,1007,1431,2252
2,50,0.0,1415,2035,2252
2,50,0.0,1736,1991,2252
2,50,0.0,2268,1951,2252
2,50,0.0,2373,1630,2252
2,50,0.0,2697,1957,2252
2,50,0.0,3155,2147,2252
2,50,0.0,3391,2483,2252
2,50,0.25,0,1567,2252
2,50,0.25,137,1689,2252
2,50,0.25,348,1671,2252
2,50,0.25,906,1651,2252
2,50,0.25,1007,1659,2252
2,50,0.25,1415,2019,2252
2,50,0.25,1736,1947,2252
2,50,0.25,2268,2014,2252
2,50,0.25,2373,1739,2252
2,50,0.25,2697,1871,2252
2,50,0.25,3155,2195,2252
2,50,0.25,3391,2173,2252
2,50,0.5,0,1756,2252
2,50,0.5,137,1856,2252
2,50,0.5,348,1778,2252
2,50,0.5,906,1790,2252
2,50,0.5,1007,1836,2252
2,50,0.5,1415,2014,2252
2,50,0.5,1736,1966,2252
2,50,0.5,2268,2020,2252
2,50,0.5,2373,1830,2252
2,50,0.5,2697,1862,2252
2,50,0.5,3155,2190,2252
2,50,0.5,3391,2160,2252
2,50,0.75,0,2023,2252
2,50,0.75,137,2063,2252
2,50,0.75,348,2071,2252
2,50,0.75,906,2035,2252
2,50,0.75,1007,2065,2252
2,50,0.75,1415,2135,2252
2,50,0.75,1736,2107,2252
2,50,0.75,2268,2129,2252
2,50,0.75,2373,2053,2252
2,50,0.75,2697,2041,2252
2,50,0.75,3155,2211,2252
2,50,0.75,3391,2191,2252
2,50,1.0,0,2252,2252
2,50,1.0,137,2252,2252
2,50,1.0,348,2252,2252
2,50,1.0,906,2252,2252
2,50,1.0,1007,2252,2252
2,50,1.0,1415,2252,2252
2,50,1.0,1736,2252,2252
2,50,1.0,2268,2252,2252
2,50,1.0,2373,2252,2252
2,50,1.0,2697,2252,2252
2,50,1.0,3155,2252,2252
2,50,1.0,3391,2252,2252
2,50,0.0,0,1318,1964
2,50,0.0,112,1428,1964
2,50,0.0,402,1318,1964
2,50,0.0,733,1610,1964
2,50,0.0,1011,1752,1964
2,50,0.0,1392,1462,1964
2,50,0.0,1770,1766,1964
2,50,0.0,2056,1952,1964
2,50,0.0,2495,1928,1964
2,50,0.0,2639,1742,1964
2,50,0.0,2970,1744,1964
2,50,0.0,3579,2294,1964
2,50,0.25,0,1468,1964
2,50,0.25,112,1608,1964
2,50,0.25,402,1468,1964
2,50,0.25,733,1737,1964
2,50,0.25,1011,1760,1964
2,50,0.25,1392,1546,1964
2,50,0.25,1770,1796,1964
2,50,0.25,2056,1985,1964
2,50,0.25,2495,1875,1964
2,50,0.25,2639,1816,1964
2,50,0.25,2970,1718,1964
2,50,0.25,3579,2106,1964
2,50,0.5,0,1683,1964
2,50,0.5,112,1749,1964
2,50,0.5,402,1683,1964
2,50,0.5,733,1843,1964
2,50,0.5,1011,1775,1964
2,50,0.5,1392,1749,1964
2,50,0.5,1770,1780,1964
2,50,0.5,2056,1985,1964
2,50,0.5,2495,1900,1964
2,50,0.5,2639,1816,1964
2,50,0.5,2970,1747,1964
2,50,0.5,3579,1866,1964
2,50,0.75,0,1857,1964
2,50,0.75,112,1879,1964
2,50,0.75,402,1857,1964
2,50,0.75,733,1937,1964
2,50,0.75,1011,1909,1964
2,50,0.75,1392,1883,1964
2,50,0.75,1770,1858,1964
2,50,0.75,2056,1937,1964
2,50,0.75,2495,1969,1964
2,50,0.75,2639,1907,1964
2,50,0.75,2970,1915,1964
2,50,0.75,3579,1894,1964
2,50,1.0,0,1964,1964
2,50,1.0,112,1964,1964
2,50,1.0,402,1964,1964
2,50,1.0,733,1964,1964
2,50,1.0,1011,1964,1964
2,50,1.0,1392,1964,1964
2,50,1.0,1770,1964,1964
2,50,1.0,2056,1964,1964
2,50,1.0,2495,1964,1964
2,50,1.0,2639,1964,1964
2,50,1.0,2970,1964,1964
2,50,1.0,3579,1964,1964
2,50,0.0,0,1395,2361
2,50,0.0,162,1601,2361
2,50,0.0,411,1395,2361
2,50,0.0,739,1603,2361
2,50,0.0,1073,1695,2361
2,50,0.0,1401,2157,2361
2,50,0.0,1751,2085,2361
2,50,0.0,2173,2351,2361
2,50,0.0,2461,2043,2361
2,50,0.0,2934,2193,2361
2,50,0.0,3301,1861,2361
2,50,0.0,3518,2289,2361
2,50,0.25,0,1589,2361
2,50,0.25,162,1797,2361
2,50,0.25,411,1589,2361
2,50,0.25,739,1869,2361
2,50,0.25,1073,1809,2361
2,50,0.25,1401,1927,2361
2,50,0.25,1751,1571,2361
2,50,0.25,2173,1989,2361
2,50,0.25,2461,1999,2361
2,50,0.25,2934,2271,2361
2,50,0.25,3301,2019,2361
2,50,0.25,3518,2317,2361
2,50,0.5,0,1867,2361
2,50,0.5,162,1961,2361
2,50,0.5,411,1867,2361
2,50,0.5,739,2033,2361
2,50,0.5,1073,1981,2361
2,50,0.5,1401,2037,2361
2,50,0.5,1751,1855,2361
2,50,0.5,2173,2105,2361
2,50,0.5,2461,2243,2361
2,50,0.5,2934,2245,2361
2,50,0.5,3301,2137,2361
2,50,0.5,3518,2291,2361
2,50,0.75,0,2135,2361
2,50,0.75,162,2171,2361
2,50,0.75,411,2135,2361
2,50,0.75,739,2213,2361
2,50,0.75,1073,2191,2361
2,50,0.75,1401,2175,2361
2,50,0.75,1751,2129,2361
2,50,0.75,2173,2231,2361
2,50,0.75,2461,2307,2361
2,50,0.75,2934,2275,2361
2,50,0.75,3301,2239,2361
2,50,0.75,3518,2277,2361
2,50,1.0,0,2361,2361
2,50,1.0,162,2361,2361
2,50,1.0,411,2361,2361
2,50,1.0,739,2361,2361
2,50,1.0,1073,2361,2361
2,50,1.0,1401,2361,2361
2,50,1.0,1751,2361,2361
2,50,1.0,2173,2361,2361
2,50,1.0,2461,2361,2361
2,50,1.0,2934,2361,2361
2,50,1.0,3301,2361,2361
2,50,1.0,3518,2361,2361
2,50,0.0,0,1617,2333
2,50,0.0,105,1825,2333
2,50,0.0,411,1617,2333
2,50,0.0,810,1889,2333
2,50,0.0,1285,1771,2333
2,50,0.0,1672,1883,2333
2,50,0.0,2122,2286,2333
2,50,0.0,2506,2423,2333
2,50,0.0,3018,2603,2333
2,50,0.0,3486,2293,2333
2,50,0.0,3650,2646,2333
2,50,0.0,4213,2452,2333
2,50,0.25,0,1899,2333
2,50,0.25,105,1899,2333
2,50,0.25,411,1899,2333
2,50,0.25,810,2167,2333
2,50,0.25,1285,1889,2333
2,50,0.25,1672,1935,2333
2,50,0.25,2122,2325,2333
2,50,0.25,2506,2255,2333
2,50,0.25,3018,2589,2333
2,50,0.25,3486,2426,2333
2,50,0.25,3650,2265,2333
2,50,0.25,4213,2503,2333
2,50,0.5,0,2094,2333
2,50,0.5,105,2094,2333
2,50,0.5,411,2094,2333
2,50,0.5,810,2100,2333
2,50,0.5,1285,2034,2333
2,50,0.5,1672,2076,2333
2,50,0.5,2122,2259,2333
2,50,0.5,2506,2056,2333
2,50,0.5,3018,2360,2333
2,50,0.5,3486,2371,2333
2,50,0.5,3650,2265,2333
2,50,0.5,4213,2199,2333
2,50,0.75,0,2272,2333
2,50,0.75,105,2272,2333
2,50,0.75,411,2272,2333
2,50,0.75,810,2270,2333
2,50,0.75,1285,2238,2333
2,50,0.75,1672,2238,2333
2,50,0.75,2122,2338,2333
2,50,0.75,2506,2206,2333
2,50,0.75,3018,2377,2333
2,50,0.75,3486,2326,2333
2,50,0.75,3650,2280,2333
2,50,0.75,4213,2244,2333
2,50,1.0,0,2333,2333
2,50,1.0,105,2333,2333
2,50,1.0,411,2333,2333
2,50,1.0,810,2333,2333
2,50,1.0,1285,2333,2333
2,50,1.0,1672,2333,2333
2,50,1.0,2122,2333,2333
2,50,1.0,2506,2333,2333
2,50,1.0,3018,2333,2333
2,50,1.0,3486,2333,2333
2,50,1.0,3650,2333,2333
2,50,1.0,4213,2333,2333
2,50,0.0,0,1959,2489
2,50,0.0,129,1959,2489
2,50,0.0,445,1959,2489
2,50,0.0,888,2006,2489
2,50,0.0,1211,2264,2489
2,50,0.0,1586,2325,2489
2,50,0.0,1979,2254,2489
2,50,0.0,2540,2321,2489
2,50,0.0,3065,2244,2489
2,50,0.0,3204,2406,2489
2,50,0.0,3595,2569,2489
2,50,0.0,3972,2769,2489
2,50,0.25,0,2179,2489
2,50,0.25,129,2179,2489
2,50,0.25,445,2179,2489
2,50,0.25,888,2153,2489
2,50,0.25,1211,2331,2489
2,50,0.25,1586,2317,2489
2,50,0.25,1979,1947,2489
2,50,0.25,2540,1957,2489
2,50,0.25,3065,2090,2489
2,50,0.25,3204,2359,2489
2,50,0.25,3595,2333,2489
2,50,0.25,3972,2595,2489
2,50,0.5,0,2327,2489
2,50,0.5,129,2327,2489
2,50,0.5,445,2327,2489
2,50,0.5,888,2314,2489
2,50,0.5,1211,2412,2489
2,50,0.5,1586,2423,2489
2,50,0.5,1979,2153,2489
2,50,0.5,2540,2135,2489
2,50,0.5,3065,2263,2489
2,50,0.5,3204,2371,2489
2,50,0.5,3595,2333,2489
2,50,0.5,3972,2569,2489
2,50,0.75,0,2367,2489
2,50,0.75,129,2367,2489
2,50,0.75,445,2367,2489
2,50,0.75,888,2386,2489
2,50,0.75,1211,2386,2489
2,50,0.75,1586,2411,2489
2,50,0.75,1979,2267,2489
2,50,0.75,2540,2264,2489
2,50,0.75,3065,2346,2489
2,50,0.75,3204,2417,2489
2,50,0.75,3595,2381,2489
2,50,0.75,3972,2467,2489
2,50,1.0,0,2489,2489
2,50,1.0,129,2489,2489
2,50,1.0,445,2489,2489
2,50,1.0,888,2489,2489
2,50,1.0,1211,2489,2489
2,50,1.0,1586,2489,2489
2,50,1.0,1979,2489,2489
2,50,1.0,2540,2489,2489
2,50,1.0,3065,2489,2489
2,50,1.0,3204,2489,2489
2,50,1.0,3595,2489,2489
2,50,1.0,3972,2489,2489
2,50,0.0,0,1892,2572
2,50,0.0,81,1892,2572
2,50,0.0,478,1892,2572
2,50,0.0,969,2152,2572
2,50,0.0,1452,2152,2572
2,50,0.0,2020,2334,2572
2,50,0.0,2531,2277,2572
2,50,0.0,2893,2566,2572
2,50,0.0,3344,2708,2572
2,50,0.0,3827,3007,2572
2,50,0.0,4521,2746,2572
2,50,0.0,4869,3015,2572
2,50,0.25,0,2172,2572
2,50,0.25,81,2172,2572
2,50,0.25,478,2172,2572
2,50,0.25,969,2412,2572
2,50,0.25,1452,2318,2572
2,50,0.25,2020,2326,2572
2,50,0.25,2531,2222,2572
2,50,0.25,2893,2482,2572
2,50,0.25,3344,2660,2572
2,50,0.25,3827,2624,2572
2,50,0.25,4521,2795,2572
2,50,0.25,4869,2786,2572
2,50,0.5,0,2458,2572
2,50,0.5,81,2458,2572
2,50,0.5,478,2458,2572
2,50,0.5,969,2598,2572
2,50,0.5,1452,2410,2572
2,50,0.5,2020,2488,2572
2,50,0.5,2531,2350,2572
2,50,0.5,2893,2472,2572
2,50,0.5,3344,2534,2572
2,50,0.5,3827,2572,2572
2,50,0.5,4521,2698,2572
2,50,0.5,4869,2680,2572
2,50,0.75,0,2534,2572
2,50,0.75,81,2534,2572
2,50,0.75,478,2534,2572
2,50,0.75,969,2604,2572
2,50,0.75,1452,2502,2572
2,50,0.75,2020,2522,2572
2,50,0.75,2531,2482,2572
2,50,0.75,2893,2534,2572
2,50,0.75,3344,2552,2572
2,50,0.75,3827,2618,2572
2,50,0.75,4521,2706,2572
2,50,0.75,4869,2698,2572
2,50,1.0,0,2572,2572
2,50,1.0,81,2572,2572
2,50,1.0,478,2572,2572
2,50,1.0,969,2572,2572
2,50,1.0,1452,2572,2572
2,50,1.0,2020,2572,2572
2,50,1.0,2531,2572,2572
2,50,1.0,2893,2572,2572
2,50,1.0,3344,2572,2572
2,50,1.0,3827,2572,2572
2,50,1.0,4521,2572,2572
2,50,1.0,4869,2572,2572
2,50,0.0,0,1630,2503
2,50,0.0,123,1742,2503
2,50,0.0,447,1630,2503
2,50,0.0,838,1660,2503
2,50,0.0,1319,2108,2503
2,50,0.0,1911,2098,2503
2,50,0.0,2160,2209,2503
2,50,0.0,2627,2528,2503
2,50,0.0,2877,2560,2503
2,50,0.0,3266,2421,2503
2,50,0.0,3744,2643,2503
2,50,0.0,4426,2485,2503
2,50,0.25,0,1863,2503
2,50,0.25,123,1863,2503
2,50,0.25,447,1863,2503
2,50,0.25,838,1883,2503
2,50,0.25,1319,2217,2503
2,50,0.25,1911,1967,2503
2,50,0.25,2160,2227,2503
2,50,0.25,2627,2229,2503
2,50,0.25,2877,2481,2503
2,50,0.25,3266,2437,2503
2,50,0.25,3744,2329,2503
2,50,0.25,4426,2172,2503
2,50,0.5,0,2104,2503
2,50,0.5,123,2104,2503
2,50,0.5,447,2104,2503
2,50,0.5,838,2129,2503
2,50,0.5,1319,2330,2503
2,50,0.5,1911,2091,2503
2,50,0.5,2160,2323,2503
2,50,0.5,2627,2284,2503
2,50,0.5,2877,2537,2503
2,50,0.5,3266,2581,2503
2,50,0.5,3744,2426,2503
2,50,0.5,4426,2246,2503
2,50,0.75,0,2352,2503
2,50,0.75,123,2352,2503
2,50,0.75,447,2352,2503
2,50,0.75,838,2374,2503
2,50,0.75,1319,2390,2503
2,50,0.75,1911,2265,2503
2,50,0.75,2160,2395,2503
2,50,0.75,2627,2390,2503
2,50,0.75,2877,2465,2503
2,50,0.75,3266,2521,2503
2,50,0.75,3744,2387,2503
2,50,0.75,4426,2359,2503
2,50,1.0,0,2503,2503
2,50,1.0,123,2503,2503
2,50,1.0,447,2503,2503
2,50,1.0,838,2503,2503
2,50,1.0,1319,2503,2503
2,50,1.0,1911,2503,2503
2,50,1.0,2160,2503,2503
2,50,1.0,2627,2503,2503
2,50,1.0,2877,2503,2503
2,50,1.0,3266,2503,2503
2,50,1.0,3744,2503,2503
2,50,1.0,4426,2503,2503
2,50,0.0,0,1689,2609
2,50,0.0,111,1713,2609
