NumberOfServers,NumberOfRequests,Lmbda,Eta,AlgCost,DcCost
2,50,0.25,0,1586,2166
2,50,0.25,119,1720,2166
2,50,0.25,352,1586,2166
2,50,0.25,697,1792,2166
2,50,0.25,1068,1710,2166
2,50,0.25,1434,2228,2166
2,50,0.25,1745,1792,2166
2,50,0.25,2106,2126,2166
2,50,0.25,2582,1984,2166
2,50,0.25,2777,2192,2166
2,50,0.25,3125,2132,2166
2,50,0.25,3651,2162,2166
2,50,0.5,0,1802,2166
2,50,0.5,119,1902,2166
2,50,0.5,352,1802,2166
2,50,0.5,697,1874,2166
2,50,0.5,1068,1902,2166
2,50,0.5,1434,2162,2166
2,50,0.5,1745,1954,2166
2,50,0.5,2106,2098,2166
2,50,0.5,2582,2068,2166
2,50,0.5,2777,2158,2166
2,50,0.5,3125,2070,2166
2,50,0.5,3651,2002,2166
2,50,0.75,0,1958,2166
2,50,0.75,119,1998,2166
2,50,0.75,352,1958,2166
2,50,0.75,697,1998,2166
2,50,0.75,1068,2018,2166
2,50,0.75,1434,2132,2166
2,50,0.75,1745,2064,2166
2,50,0.75,2106,2064,2166
2,50,0.75,2582,2104,2166
2,50,0.75,2777,2126,2166
2,50,0.75,3125,2082,2166
2,50,0.75,3651,2048,2166
2,50,1.0,0,2166,2166
2,50,1.0,119,2166,2166
2,50,1.0,352,2166,2166
2,50,1.0,697,2166,2166
2,50,1.0,1068,2166,2166
2,50,1.0,1434,2166,2166
2,50,1.0,1745,2166,2166
2,50,1.0,2106,2166,2166
2,50,1.0,2582,2166,2166
2,50,1.0,2777,2166,2166
2,50,1.0,3125,2166,2166
2,50,1.0,3651,2166,2166
2,50,0.0,0,1306,2208
2,50,0.0,143,1306,2208
2,50,0.0,332,1488,2208
2,50,0.0,673,1446,2208
2,50,0.0,983,1886,2208
2,50,0.0,1312,1486,2208
2,50,0.0,1660,1810,2208
2,50,0.0,2036,1972,2208
2,50,0.0,2301,1794,2208
2,50,0.0,2691,2342,2208
2,50,0.0,3241,2416,2208
2,50,0.0,3398,2350,2208
2,50,0.25,0,1476,2208
2,50,0.25,143,1476,2208
2,50,0.25,332,1514,2208
2,50,0.25,673,1472,2208
2,50,0.25,983,1574,2208
2,50,0.25,1312,1484,2208
2,50,0.25,1660,1516,2208
2,50,0.25,2036,1854,2208
2,50,0.25,2301,1780,2208
2,50,0.25,2691,2102,2208
2,50,0.25,3241,2274,2208
2,50,0.25,3398,2090,2208
2,50,0.5,0,1724,2208
2,50,0.5,143,1724,2208
2,50,0.5,332,1740,2208
2,50,0.5,673,1722,2208
2,50,0.5,983,1764,2208
2,50,0.5,1312,1728,2208
2,50,0.5,1660,1738,2208
2,50,0.5,2036,1972,2208
2,50,0.5,2301,1900,2208
2,50,0.5,2691,2030,2208
2,50,0.5,3241,2080,2208
2,50,0.5,3398,2012,2208
2,50,0.75,0,1984,2208
2,50,0.75,143,1984,2208
2,50,0.75,332,1990,2208
2,50,0.75,673,1984,2208
2,50,0.75,983,1998,2208
2,50,0.75,1312,1986,2208
2,50,0.75,1660,1944,2208
2,50,0.75,2036,2134,2208
2,50,0.75,2301,1992,2208
2,50,0.75,2691,2058,2208
2,50,0.75,3241,2080,2208
2,50,0.75,3398,2092,2208
2,50,1.0,0,2208,2208
2,50,1.0,143,2208,2208
2,50,1.0,332,2208,2208
2,50,1.0,673,2208,2208
2,50,1.0,983,2208,2208
2,50,1.0,1312,2208,2208
2,50,1.0,1660,2208,2208
2,50,1.0,2036,2208,2208
2,50,1.0,2301,2208,2208
2,50,1.0,2691,2208,2208
2,50,1.0,3241,2208,2208
2,50,1.0,3398,2208,2208
2,50,0.0,0,2844,2013
2,50,0.0,134,2648,2013
2,50,0.0,387,2649,2013
2,50,0.0,722,2662,2013
2,50,0.0,1116,2662,2013
2,50,0.0,1506,2599,2013
2,50,0.0,1782,2383,2013
2,50,0.0,2138,2761,2013
2,50,0.0,2674,2936,2013
2,50,0.0,2907,2679,2013
2,50,0.0,3398,2977,2013
2,50,0.0,3608,2631,2013
2,50,0.25,0,2115,2013
2,50,0.25,134,1929,2013
2,50,0.25,387,2083,2013
2,50,0.25,722,2115,2013
2,50,0.25,1116,2115,2013
2,50,0.25,1506,2075,2013
2,50,0.25,1782,2023,2013
2,50,0.25,2138,2197,2013
2,50,0.25,2674,2157,2013
2,50,0.25,2907,1931,2013
2,50,0.25,3398,2107,2013
2,50,0.25,3608,1839,2013
2,50,0.5,0,2071,2013
2,50,0.5,134,1911,2013
2,50,0.5,387,2071,2013
2,50,0.5,722,2071,2013
2,50,0.5,1116,2071,2013
2,50,0.5,1506,2103,2013
2,50,0.5,1782,2065,2013
2,50,0.5,2138,2177,2013
2,50,0.5,2674,2107,2013
2,50,0.5,2907,1975,2013
2,50,0.5,3398,1945,2013
2,50,0.5,3608,1803,2013
2,50,0.75,0,2039,2013
2,50,0.75,134,1989,2013
2,50,0.75,387,2039,2013
2,50,0.75,722,2039,2013
2,50,0.75,1116,2039,2013
2,50,0.75,1506,2071,2013
2,50,0.75,1782,2037,2013
2,50,0.75,2138,2107,2013
2,50,0.75,2674,2005,2013
2,50,0.75,2907,1987,2013
2,50,0.75,3398,1993,2013
2,50,0.75,3608,1875,2013
2,50,1.0,0,2013,2013
2,50,1.0,134,2013,2013
2,50,1.0,387,2013,2013
2,50,1.0,722,2013,2013
2,50,1.0,1116,2013,2013
2,50,1.0,1506,2013,2013
2,50,1.0,1782,2013,2013
2,50,1.0,2138,2013,2013
2,50,1.0,2674,2013,2013
2,50,1.0,2907,2013,2013
2,50,1.0,3398,2013,2013
2,50,1.0,3608,2013,2013
2,50,0.0,0,1463,2145
2,50,0.0,60,1515,2145
2,50,0.0,426,1463,2145
2,50,0.0,772,1591,2145
2,50,0.0,1264,1741,2145
2,50,0.0,1677,1663,2145
2,50,0.0,1898,1921,2145
2,50,0.0,2299,1833,2145
2,50,0.0,2703,1791,2145
2,50,0.0,2968,2115,2145
2,50,0.0,3476,2111,2145
2,50,0.0,3865,2163,2145
2,50,0.25,0,1691,2145
2,50,0.25,60,1743,2145
2,50,0.25,426,1691,2145
2,50,0.25,772,1837,2145
2,50,0.25,1264,1887,2145
2,50,0.25,1677,1841,2145
2,50,0.25,1898,2017,2145
2,50,0.25,2299,1816,2145
2,50,0.25,2703,1917,2145
2,50,0.25,2968,1826,2145
2,50,0.25,3476,2027,2145
2,50,0.25,3865,2095,2145
2,50,0.5,0,1913,2145
2,50,0.5,60,1951,2145
2,50,0.5,426,1913,2145
2,50,0.5,772,2035,2145
2,50,0.5,1264,1965,2145
2,50,0.5,1677,1915,2145
2,50,0.5,1898,2057,2145
2,50,0.5,2299,1857,2145
2,50,0.5,2703,1979,2145
2,50,0.5,2968,1925,2145
2,50,0.5,3476,2051,2145
2,50,0.5,3865,2079,2145
2,50,0.75,0,2047,2145
2,50,0.75,60,2071,2145
2,50,0.75,426,2047,2145
2,50,0.75,772,2099,2145
2,50,0.75,1264,2051,2145
2,50,0.75,1677,2011,2145
2,50,0.75,1898,2073,2145
2,50,0.75,2299,2042,2145
2,50,0.75,2703,2079,2145
2,50,0.75,2968,2036,2145
2,50,0.75,3476,2117,2145
2,50,0.75,3865,2197,2145
2,50,1.0,0,2145,2145
2,50,1.0,60,2145,2145
2,50,1.0,426,2145,2145
2,50,1.0,772,2145,2145
2,50,1.0,1264,2145,2145
2,50,1.0,1677,2145,2145
2,50,1.0,1898,2145,2145
2,50,1.0,2299,2145,2145
2,50,1.0,2703,2145,2145
2,50,1.0,2968,2145,2145
2,50,1.0,3476,2145,2145
2,50,1.0,3865,2145,2145
2,50,0.0,0,1478,2222
2,50,0.0,157,1478,2222
2,50,0.0,374,1594,2222
2,50,0.0,767,1904,2222
2,50,0.0,1135,1774,2222
2,50,0.0,1516,2178,2222
2,50,0.0,1970,2196,2222
2,50,0.0,2296,2162,2222
2,50,0.0,2607,2194,2222
2,50,0.0,3087,2642,2222
2,50,0.0,3636,2434,2222
2,50,0.0,3761,2312,2222
2,50,0.25,0,1644,2222
2,50,0.25,157,1644,2222
2,50,0.25,374,1754,2222
2,50,0.25,767,1784,2222
2,50,0.25,1135,1820,2222
2,50,0.25,1516,1858,2222
2,50,0.25,1970,2016,2222
2,50,0.25,2296,2117,2222
2,50,0.25,2607,1940,2222
2,50,0.25,3087,2324,2222
2,50,0.25,3636,2292,2222
2,50,0.25,3761,2294,2222
2,50,0.5,0,1792,2222
2,50,0.5,157,1792,2222
2,50,0.5,374,1922,2222
2,50,0.5,767,1800,2222
2,50,0.5,1135,1862,2222
2,50,0.5,1516,1922,2222
2,50,0.5,1970,1954,2222
2,50,0.5,2296,2062,2222
2,50,0.5,2607,2004,2222
2,50,0.5,3087,2120,2222
2,50,0.5,3636,2226,2222
2,50,0.5,3761,2192,2222
2,50,0.75,0,1992,2222
2,50,0.75,157,1992,2222
2,50,0.75,374,2060,2222
2,50,0.75,767,2014,2222
2,50,0.75,1135,2014,2222
2,50,0.75,1516,2066,2222
2,50,0.75,1970,2054,2222
2,50,0.75,2296,2118,2222
2,50,0.75,2607,2086,2222
2,50,0.75,3087,2114,2222
2,50,0.75,3636,2228,2222
2,50,0.75,3761,2168,2222
2,50,1.0,0,2222,2222
2,50,1.0,157,2222,2222
2,50,1.0,374,2222,2222
2,50,1.0,767,2222,2222
2,50,1.0,1135,2222,2222
2,50,1.0,1516,2222,2222
2,50,1.0,1970,2222,2222
2,50,1.0,2296,2222,2222
2,50,1.0,2607,2222,2222
2,50,1.0,3087,2222,2222
2,50,1.0,3636,2222,2222
2,50,1.0,3761,2222,2222
2,50,0.0,0,1416,2162
2,50,0.0,43,1496,2162
2,50,0.0,371,1530,2162
2,50,0.0,816,1684,2162
2,50,0.0,1221,1704,2162
2,50,0.0,1436,2042,2162
2,50,0.0,1806,2300,2162
2,50,0.0,2408,1724,2162
2,50,0.0,2506,2078,2162
2,50,0.0,2851,1916,2162
2,50,0.0,3214,2698,2162
2,50,0.0,3777,2586,2162
2,50,0.25,0,1590,2162
2,50,0.25,43,1590,2162
2,50,0.25,371,1674,2162
2,50,0.25,816,1764,2162
2,50,0.25,1221,1822,2162
2,50,0.25,1436,2132,2162
2,50,0.25,1806,2190,2162
2,50,0.25,2408,1660,2162
2,50,0.25,2506,2144,2162
2,50,0.25,2851,2090,2162
2,50,0.25,3214,2486,2162
2,50,0.25,3777,2394,2162
2,50,0.5,0,1798,2162
2,50,0.5,43,1804,2162
2,50,0.5,371,1860,2162
2,50,0.5,816,1868,2162
2,50,0.5,1221,1980,2162
2,50,0.5,1436,2004,2162
2,50,0.5,1806,2122,2162
2,50,0.5,2408,1852,2162
2,50,0.5,2506,1996,2162
2,50,0.5,2851,2122,2162
2,50,0.5,3214,2256,2162
2,50,0.5,3777,2066,2162
2,50,0.75,0,1994,2162
2,50,0.75,43,1998,2162
2,50,0.75,371,2066,2162
2,50,0.75,816,2020,2162
2,50,0.75,1221,2128,2162
2,50,0.75,1436,2056,2162
2,50,0.75,1806,2144,2162
2,50,0.75,2408,2066,2162
2,50,0.75,2506,2088,2162
2,50,0.75,2851,2118,2162
2,50,0.75,3214,2178,2162
2,50,0.75,3777,2054,2162
2,50,1.0,0,2162,2162
2,50,1.0,43,2162,2162
2,50,1.0,371,2162,2162
2,50,1.0,816,2162,2162
2,50,1.0,1221,2162,2162
2,50,1.0,1436,2162,2162
2,50,1.0,1806,2162,2162
2,50,1.0,2408,2162,2162
2,50,1.0,2506,2162,2162
2,50,1.0,2851,2162,2162
2,50,1.0,3214,2162,2162
2,50,1.0,3777,2162,2162
2,50,0.0,0,1454,2050
2,50,0.0,150,1454,2050
2,50,0.0,404,1454,2050
2,50,0.0,760,1646,2050
2,50,0.0,1103,1910,2050
2,50,0.0,1613,1722,2050
2,50,0.0,1837,1858,2050
2,50,0.0,2425,2036,2050
2,50,0.0,2576,2284,2050
2,50,0.0,3136,2214,2050
2,50,0.0,3273,2318,2050
2,50,0.0,3732,2082,2050
2,50,0.25,0,1654,2050
2,50,0.25,150,1654,2050
2,50,0.25,404,1654,2050
2,50,0.25,760,1888,2050
2,50,0.25,1103,1710,2050
2,50,0.25,1613,1830,2050
2,50,0.25,1837,2058,2050
2,50,0.25,2425,1930,2050
2,50,0.25,2576,1922,2050
2,50,0.25,3136,2120,2050
2,50,0.25,3273,2332,2050
2,50,0.25,3732,2074,2050
2,50,0.5,0,1796,2050
2,50,0.5,150,1796,2050
2,50,0.5,404,1796,2050
2,50,0.5,760,1812,2050
2,50,0.5,1103,1790,2050
2,50,0.5,1613,1962,2050
2,50,0.5,1837,2112,2050
2,50,0.5,2425,2066,2050
2,50,0.5,2576,2006,2050
2,50,0.5,3136,2128,2050
2,50,0.5,3273,2042,2050
2,50,0.5,3732,2042,2050
2,50,0.75,0,1956,2050
2,50,0.75,150,1956,2050
2,50,0.75,404,1956,2050
2,50,0.75,760,1942,2050
2,50,0.75,1103,1986,2050
2,50,0.75,1613,2032,2050
2,50,0.75,1837,2086,2050
2,50,0.75,2425,2076,2050
2,50,0.75,2576,2014,2050
2,50,0.75,3136,2080,2050
2,50,0.75,3273,2030,2050
2,50,0.75,3732,2080,2050
2,50,1.0,0,2050,2050
2,50,1.0,150,2050,2050
2,50,1.0,404,2050,2050
2,50,1.0,760,2050,2050
2,50,1.0,1103,2050,2050
2,50,1.0,1613,2050,2050
2,50,1.0,1837,2050,2050
2,50,1.0,2425,2050,2050
2,50,1.0,2576,2050,2050
2,50,1.0,3136,2050,2050
2,50,1.0,3273,2050,2050
2,50,1.0,3732,2050,2050
2,50,0.0,0,1695,2449
2,50,0.0,96,1779,2449
2,50,0.0,497,1695,2449
2,50,0.0,882,1881,2449
2,50,0.0,1359,1851,2449
2,50,0.0,1802,2123,2449
2,50,0.0,2394,2392,2449
2,50,0.0,2756,2749,2449
2,50,0.0,2988,2144,2449
2,50,0.0,3426,2722,2449
2,50,0.0,4040,2162,2449
2,50,0.0,4285,2813,2449
2,50,0.25,0,1858,2449
2,50,0.25,96,1960,2449
2,50,0.25,497,1858,2449
2,50,0.25,882,1938,2449
2,50,0.25,1359,1972,2449
2,50,0.25,1802,1996,2449
2,50,0.25,2394,2088,2449
2,50,0.25,2756,2190,2449
2,50,0.25,2988,2132,2449
2,50,0.25,3426,2608,2449
2,50,0.25,4040,2298,2449
2,50,0.25,4285,2196,2449
2,50,0.5,0,2088,2449
2,50,0.5,96,2116,2449
2,50,0.5,497,2088,2449
2,50,0.5,882,2106,2449
2,50,0.5,1359,2122,2449
2,50,0.5,1802,2168,2449
2,50,0.5,2394,2207,2449
2,50,0.5,2756,2326,2449
2,50,0.5,2988,2301,2449
2,50,0.5,3426,2593,2449
2,50,0.5,4040,2335,2449
2,50,0.5,4285,2254,2449
2,50,0.75,0,2367,2449
2,50,0.75,96,2373,2449
2,50,0.75,497,2367,2449
2,50,0.75,882,2327,2449
2,50,0.75,1359,2375,2449
2,50,0.75,1802,2377,2449
2,50,0.75,2394,2424,2449
2,50,0.75,2756,2459,2449
2,50,0.75,2988,2416,2449
2,50,0.75,3426,2544,2449
2,50,0.75,4040,2446,2449
2,50,0.75,4285,2415,2449
2,50,1.0,0,2449,2449
2,50,1.0,96,2449,2449
2,50,1.0,497,2449,2449
2,50,1.0,882,2449,2449
2,50,1.0,1359,2449,2449
2,50,1.0,1802,2449,2449
2,50,1.0,2394,2449,2449
2,50,1.0,2756,2449,2449
2,50,1.0,2988,2449,2449
2,50,1.0,3426,2449,2449
2,50,1.0,4040,2449,2449
2,50,1.0,4285,2449,2449
2,50,0.0,0,1634,2286
2,50,0.0,64,1650,2286
2,50,0.0,429,1634,2286
2,50,0.0,838,1870,2286
2,50,0.0,1406,1934,2286
2,50,0.0,1731,2046,2286
2,50,0.0,2197,2114,2286
2,50,0.0,2546,2228,2286
2,50,0.0,2932,2603,2286
2,50,0.0,3445,2657,2286
2,50,0.0,3772,2610,2286
2,50,0.0,4089,2544,2286
2,50,0.25,0,1844,2286
2,50,0.25,64,1836,2286
2,50,0.25,429,1844,2286
2,50,0.25,838,1904,2286
2,50,0.25,1406,2078,2286
2,50,0.25,1731,2072,2286
2,50,0.25,2197,2136,2286
2,50,0.25,2546,2046,2286
2,50,0.25,2932,2430,2286
2,50,0.25,3445,2296,2286
2,50,0.25,3772,2350,2286
2,50,0.25,4089,2254,2286
2,50,0.5,0,2070,2286
2,50,0.5,64,2064,2286
2,50,0.5,429,2070,2286
2,50,0.5,838,2106,2286
2,50,0.5,1406,2180,2286
2,50,0.5,1731,2150,2286
2,50,0.5,2197,2206,2286
2,50,0.5,2546,2154,2286
2,50,0.5,2932,2340,2286
2,50,0.5,3445,2228,2286
2,50,0.5,3772,2426,2286
2,50,0.5,4089,2236,2286
2,50,0.75,0,2234,2286
2,50,0.75,64,2230,2286
2,50,0.75,429,2234,2286
2,50,0.75,838,2236,2286
2,50,0.75,1406,2294,2286
2,50,0.75,1731,2212,2286
2,50,0.75,2197,2280,2286
2,50,0.75,2546,2252,2286
2,50,0.75,2932,2306,2286
2,50,0.75,3445,2258,2286
2,50,0.75,3772,2396,2286
2,50,0.75,4089,2340,2286
2,50,1.0,0,2286,2286
2,50,1.0,64,2286,2286
2,50,1.0,429,2286,2286
2,50,1.0,838,2286,2286
2,50,1.0,1406,2286,2286
2,50,1.0,1731,2286,2286
2,50,1.0,2197,2286,2286
2,50,1.0,2546,2286,2286
2,50,1.0,2932,2286,2286
2,50,1.0,3445,2286,2286
2,50,1.0,3772,2286,2286
2,50,1.0,4089,2286,2286
2,50,0.0,0,1518,2574
2,50,0.0,229,1518,2574
2,50,0.0,409,1800,2574
2,50,0.0,850,1800,2574
2,50,0.0,1149,1812,2574
2,50,0.0,1544,2080,2574
2,50,0.0,2080,1518,2574
2,50,0.0,2377,2192,2574
2,50,0.0,2717,1800,2574
2,50,0.0,3123,1828,2574
2,50,0.0,3421,2425,2574
2,50,0.0,4083,2512,2574
2,50,0.25,0,1775,2574
2,50,0.25,229,1775,2574
2,50,0.25,409,1869,2574
2,50,0.25,850,1869,2574
2,50,0.25,1149,2049,2574
2,50,0.25,1544,2093,2574
2,50,0.25,2080,1775,2574
2,50,0.25,2377,2177,2574
2,50,0.25,2717,1869,2574
2,50,0.25,3123,1913,2574
2,50,0.25,3421,2338,2574
2,50,0.25,4083,2257,2574
2,50,0.5,0,2064,2574
2,50,0.5,229,2064,2574
2,50,0.5,409,2096,2574
2,50,0.5,850,2096,2574
2,50,0.5,1149,2286,2574
2,50,0.5,1544,2320,2574
2,50,0.5,2080,2064,2574
2,50,0.5,2377,2295,2574
2,50,0.5,2717,2096,2574
2,50,0.5,3123,2170,2574
2,50,0.5,3421,2446,2574
2,50,0.5,4083,2309,2574
2,50,0.75,0,2358,2574
2,50,0.75,229,2358,2574
2,50,0.75,409,2368,2574
2,50,0.75,850,2368,2574
2,50,0.75,1149,2478,2574
2,50,0.75,1544,2468,2574
2,50,0.75,2080,2358,2574
2,50,0.75,2377,2449,2574
2,50,0.75,2717,2368,2574
2,50,0.75,3123,2424,2574
2,50,0.75,3421,2564,2574
2,50,0.75,4083,2483,2574
2,50,1.0,0,2574,2574
2,50,1.0,229,2574,2574
2,50,1.0,409,2574,2574
2,50,1.0,850,2574,2574
2,50,1.0,1149,2574,2574
2,50,1.0,1544,2574,2574
2,50,1.0,2080,2574,2574
2,50,1.0,2377,2574,2574
2,50,1.0,2717,2574,2574
2,50,1.0,3123,2574,2574
2,50,1.0,3421,2574,2574
2,50,1.0,4083,2574,2574
2,50,0.0,0,1603,2195
2,50,0.0,140,1603,2195
2,50,0.0,431,1800,2195
2,50,0.0,857,1731,2195
2,50,0.0,1239,1993,2195
2,50,0.0,1690,2178,2195
2,50,0.0,2104,1963,2195
2,50,0.0,2428,2539,2195
2,50,0.0,2838,2191,2195
2,50,0.0,3510,2157,2195
2,50,0.0,3648,2523,2195
2,50,0.0,4048,2695,2195
2,50,0.25,0,1757,2195
2,50,0.25,140,1757,2195
2,50,0.25,431,1765,2195
2,50,0.25,857,1831,2195
2,50,0.25,1239,1831,2195
2,50,0.25,1690,2245,2195
2,50,0.25,2104,1831,2195
2,50,0.25,2428,2431,2195
2,50,0.25,2838,2219,2195
2,50,0.25,3510,2287,2195
2,50,0.25,3648,2725,2195
2,50,0.25,4048,2413,2195
2,50,0.5,0,1983,2195
2,50,0.5,140,1983,2195
2,50,0.5,431,1993,2195
2,50,0.5,857,1939,2195
2,50,0.5,1239,2001,2195
2,50,0.5,1690,2179,2195
2,50,0.5,2104,2007,2195
2,50,0.5,2428,2311,2195
2,50,0.5,2838,2113,2195
2,50,0.5,3510,2183,2195
2,50,0.5,3648,2573,2195
2,50,0.5,4048,2331,2195
2,50,0.75,0,2117,2195
2,50,0.75,140,2117,2195
2,50,0.75,431,2121,2195
2,50,0.75,857,2069,2195
2,50,0.75,1239,2173,2195
2,50,0.75,1690,2211,2195
2,50,0.75,2104,2177,2195
2,50,0.75,2428,2225,2195
2,50,0.75,2838,2147,2195
2,50,0.75,3510,2165,2195
2,50,0.75,3648,2337,2195
2,50,0.75,4048,2211,2195
2,50,1.0,0,2195,2195
2,50,1.0,140,2195,2195
2,50,1.0,431,2195,2195
2,50,1.0,857,2195,2195
2,50,1.0,1239,2195,2195
2,50,1.0,1690,2195,2195
2,50,1.0,2104,2195,2195
2,50,1.0,2428,2195,2195
2,50,1.0,2838,2195,2195
2,50,1.0,3510,2195,2195
2,50,1.0,3648,2195,2195
2,50,1.0,4048,2195,2195
2,50,0.0,0,1622,2418
2,50,0.0,70,1622,2418
2,50,0.0,434,1872,2418
2,50,0.0,997,1738,2418
2,50,0.0,1240,1784,2418
2,50,0.0,1689,1892,2418
2,50,0.0,2182,1966,2418
2,50,0.0,2470,2044,2418
2,50,0.0,2956,2280,2418
2,50,0.0,3400,3124,2418
2,50,0.0,3673,2262,2418
2,50,0.0,4137,1862,2418
2,50,0.25,0,1834,2418
2,50,0.25,70,1834,2418
2,50,0.25,434,2052,2418
2,50,0.25,997,1946,2418
2,50,0.25,1240,1984,2418
2,50,0.25,1689,2077,2418
2,50,0.25,2182,2119,2418
2,50,0.25,2470,2133,2418
2,50,0.25,2956,2342,2418
2,50,0.25,3400,2438,2418
2,50,0.25,3673,2373,2418
2,50,0.25,4137,2042,2418
2,50,0.5,0,2110,2418
2,50,0.5,70,2110,2418
2,50,0.5,434,2198,2418
2,50,0.5,997,2256,2418
2,50,0.5,1240,2126,2418
2,50,0.5,1689,2231,2418
2,50,0.5,2182,2265,2418
2,50,0.5,2470,2253,2418
2,50,0.5,2956,2424,2418
2,50,0.5,3400,2282,2418
2,50,0.5,3673,2452,2418
2,50,0.5,4137,2266,2418
2,50,0.75,0,2270,2418
2,50,0.75,70,2270,2418
2,50,0.75,434,2304,2418
2,50,0.75,997,2346,2418
2,50,0.75,1240,2270,2418
2,50,0.75,1689,2317,2418
2,50,0.75,2182,2333,2418
2,50,0.75,2470,2323,2418
2,50,0.75,2956,2390,2418
2,50,0.75,3400,2334,2418
2,50,0.75,3673,2498,2418
2,50,0.75,4137,2320,2418
2,50,1.0,0,2418,2418
2,50,1.0,70,2418,2418
2,50,1.0,434,2418,2418
2,50,1.0,997,2418,2418
2,50,1.0,1240,2418,2418
2,50,1.0,1689,2418,2418
2,50,1.0,2182,2418,2418
2,50,1.0,2470,2418,2418
2,50,1.0,2956,2418,2418
2,50,1.0,3400,2418,2418
2,50,1.0,3673,2418,2418
2,50,1.0,4137,2418,2418
2,50,0.0,0,1481,2015
2,50,0.0,60,1589,2015
2,50,0.0,372,1707,2015
2,50,0.0,792,1775,2015
2,50,0.0,1317,1691,2015
2,50,0.0,1500,2099,2015
2,50,0.0,1868,1863,2015
2,50,0.0,2251,1875,2015
2,50,0.0,2629,2029,2015
2,50,0.0,3048,2744,2015
2,50,0.0,3451,2057,2015
2,50,0.0,3994,2669,2015
2,50,0.25,0,1606,2015
2,50,0.25,60,1630,2015
2,50,0.25,372,1832,2015
2,50,0.25,792,1884,2015
2,50,0.25,1317,1646,2015
2,50,0.25,1500,2017,2015
2,50,0.25,1868,1966,2015
2,50,0.25,2251,1871,2015
2,50,0.25,2629,1993,2015
2,50,0.25,3048,2422,2015
2,50,0.25,3451,2074,2015
2,50,0.25,3994,2274,2015
2,50,0.5,0,1757,2015
2,50,0.5,60,1767,2015
2,50,0.5,372,1865,2015
2,50,0.5,792,1943,2015
2,50,0.5,1317,1775,2015
2,50,0.5,1500,2021,2015
2,50,0.5,1868,2005,2015
2,50,0.5,2251,2019,2015
2,50,0.5,2629,2083,2015
2,50,0.5,3048,2221,2015
2,50,0.5,3451,1923,2015
2,50,0.5,3994,2103,2015
2,50,0.75,0,1929,2015
2,50,0.75,60,1933,2015
2,50,0.75,372,1943,2015
2,50,0.75,792,1977,2015
2,50,0.75,1317,1923,2015
2,50,0.75,1500,2013,2015
2,50,0.75,1868,2061,2015
2,50,0.75,2251,2017,2015
2,50,0.75,2629,1993,2015
2,50,0.75,3048,2141,2015
2,50,0.75,3451,1955,2015
2,50,0.75,3994,2062,2015
2,50,1.0,0,2015,2015
2,50,1.0,60,2015,2015
2,50,1.0,372,2015,2015
2,50,1.0,792,2015,2015
2,50,1.0,1317,2015,2015
2,50,1.0,1500,2015,2015
2,50,1.0,1868,2015,2015
2,50,1.0,2251,2015,2015
2,50,1.0,2629,2015,2015
2,50,1.0,3048,2015,2015
2,50,1.0,3451,2015,2015
2,50,1.0,3994,2015,2015
2,50,0.0,0,1497,2512
2,50,0.0,126,1589,2512
2,50,0.0,401,1497,2512
2,50,0.0,827,1789,2512
2,50,0.0,1166,2111,2512
2,50,0.0,1572,1721,2512
2,50,0.0,1990,1959,2512
2,50,0.0,2319,2115,2512
2,50,0.0,2661,1845,2512
2,50,0.0,3018,2699,2512
2,50,0.0,3434,2321,2512
2,50,0.0,3890,2735,2512
2,50,0.25,0,1770,2512
2,50,0.25,126,1812,2512
2,50,0.25,401,1770,2512
2,50,0.25,827,1966,2512
2,50,0.25,1166,1938,2512
2,50,0.25,1572,1880,2512
2,50,0.25,1990,2053,2512
2,50,0.25,2319,2018,2512
2,50,0.25,2661,2089,2512
2,50,0.25,3018,2353,2512
2,50,0.25,3434,2420,2512
2,50,0.25,3890,2405,2512
2,50,0.5,0,2025,2512
2,50,0.5,126,2041,2512
2,50,0.5,401,2025,2512
2,50,0.5,827,2105,2512
2,50,0.5,1166,2149,2512
2,50,0.5,1572,2023,2512
2,50,0.5,1990,2307,2512
2,50,0.5,2319,2129,2512
2,50,0.5,2661,2323,2512
2,50,0.5,3018,2369,2512
2,50,0.5,3434,2457,2512
2,50,0.5,3890,2403,2512
2,50,0.75,0,2220,2512
2,50,0.75,126,2232,2512
2,50,0.75,401,2220,2512
2,50,0.75,827,2238,2512
2,50,0.75,1166,2294,2512
2,50,0.75,1572,2266,2512
2,50,0.75,1990,2351,2512
2,50,0.75,2319,2292,2512
2,50,0.75,2661,2359,2512
2,50,0.75,3018,2389,2512
2,50,0.75,3434,2422,2512
2,50,0.75,3890,2413,2512
2,50,1.0,0,2512,2512
2,50,1.0,126,2512,2512
2,50,1.0,401,2512,2512
2,50,1.0,827,2512,2512
2,50,1.0,1166,2512,2512
2,50,1.0,1572,2512,2512
2,50,1.0,1990,2512,2512
2,50,1.0,2319,2512,2512
2,50,1.0,2661,2512,2512
2,50,1.0,3018,2512,2512
2,50,1.0,3434,2512,2512
2,50,1.0,3890,2512,2512
2,50,0.0,0,1350,1978
2,50,0.0,103,1350,1978
2,50,0.0,352,1466,1978
2,50,0.0,709,1928,1978
2,50,0.0,1191,1666,1978
2,50,0.0,1456,2134,1978
2,50,0.0,1793,2074,1978
2,50,0.0,2091,1496,1978
2,50,0.0,2406,2016,1978
2,50,0.0,2773,2354,1978
